M2|Suscripción|M2-V71|Quedan 0 días / acceso vencido|El período finaliza|Mostrar estado rojo y tratamiento de acceso vencido.|Figma solamente / validar regla|Pendiente formalizar RN – Suscripción|6757:6017
M2|Suscripción|M2-V72|Acceso vencido sin contratación|El período venció y no existe plan contratado|Según nota Figma, mantener acceso a la app sin interacciones hasta contratar; confirmar alcance exacto.|Figma / alta prioridad de validación|Pendiente formalizar RN – Suscripción|6757:6017
M2|Suscripción|M2-V73|Seleccionar plan mensual|Usuario elige plan mensual|Mostrar y continuar contratación mensual; el precio mostrado debe validarse como dato comercial vigente.|Figma / validar negocio|Pendiente formalizar RN – Suscripción|6757:6017
M2|Suscripción|M2-V74|Seleccionar plan anual|Usuario elige plan anual|Mostrar y continuar contratación anual; precio y equivalencia mensual deben validarse.|Figma / validar negocio|Pendiente formalizar RN – Suscripción|6757:6017
M2|Suscripción|M2-V75|Redirección a pasarela|Usuario confirma contratación o cambio|Redirigir a la pasarela de pago.|Figma / formalizar integración|Pendiente formalizar RN – Pasarela de pago|6757:6017
M2|Suscripción|M2-V76|Contratación mensual exitosa|Pago o alta mensual confirmada|Mostrar confirmación o welcome y el próximo pago.|Figma solamente|Pendiente formalizar RN – Suscripción|6757:6017
M2|Suscripción|M2-V77|Contratación anual exitosa|Pago o alta anual confirmada|Mostrar confirmación o welcome y la próxima renovación.|Figma solamente|Pendiente formalizar RN – Suscripción|6757:6017
M2|Suscripción|M2-V78|Suscripción mensual activa|Usuario tiene plan mensual vigente|Mostrar próximo pago.|Figma solamente / formalizar regla|Pendiente formalizar RN – Suscripción|6757:6017
M2|Suscripción|M2-V79|Suscripción anual activa|Usuario tiene plan anual vigente|Mostrar próxima renovación.|Figma solamente / formalizar regla|Pendiente formalizar RN – Suscripción|6757:6017
M2|Suscripción|M2-V80|Cambio mensual a anual|Usuario mensual decide cambiar a anual|Mostrar modal de cambio y ahorro, y procesar el cambio según política.|Figma / alta prioridad de validación|Pendiente formalizar RN – Suscripción|6757:6017
M2|Suscripción|M2-V81|Cancelar suscripción|Usuario solicita cancelar|Mostrar modal de confirmación antes de cancelar.|Figma solamente / formalizar regla|Pendiente formalizar RN – Cancelación suscripción|6757:6017
M2|Suscripción|M2-V82|Cancelación confirmada|Usuario confirma la cancelación|Mostrar estado cancelado y mantener el servicio hasta la fecha indicada según diseño.|Figma / validar negocio|Pendiente formalizar RN – Cancelación suscripción|6757:6017
M2|Suscripción|M2-V83|Datos o plan actualizados|El cambio de suscripción fue procesado|Mostrar feedback Datos Actualizados según diseño.|Figma solamente|Pendiente formalizar RN – Suscripción|6757:6017
M2|Suscripción|M2-V84|Error o rechazo de pasarela|El pago es rechazado o cancelado, o falla la pasarela|Definir retorno, mensaje, reintento y estado de la suscripción.|Brecha funcional crítica para QA|Pendiente formalizar RN – rechazo/error pasarela|6757:6017
